id_paczki,data_dostawy,gabaryt,wysokosc_cm,szerokosc_cm,dlugosc_cm,waga_kg,miasto_docelowe,id_paczkomatu
NS-050704939,2026-05-07,A,2,23,5,4.1,Nowa Sól,NS-08
ZG-050704940,2026-05-07,C,27,15,51,4.5,Zielona Góra,ZG-02
ZG-050704941,2026-05-07,A,1,12,38,0.3,Zielona Góra,ZG-21
ZG-050704942,2026-05-07,A,1,32,12,1.7,Zielona Góra,ZG-08
ZG-050704943,2026-05-07,B,18,24,42,1.7,Zielona Góra,ZG-21
ZGN-050704944,2026-05-07,A,5,30,37,0.6,Żagań,ZGN-05
ZG-050704945,2026-05-07,B,17,25,1,4.5,Zielona Góra,ZG-21
ZG-050704946,2026-05-07,A,6,26,44,1.1,Zielona Góra,ZG-27
ZG-050704947,2026-05-07,B,19,11,52,1.2,Zielona Góra,ZG-09
ZG-050704948,2026-05-07,A,6,16,58,0.9,Zielona Góra,ZG-09
ZG-050704949,2026-05-07,A,6,6,38,0.6,Zielona Góra,ZG-17
ZGN-050704950,2026-05-07,A,7,35,17,2.7,Żagań,ZGN-07
NS-050704951,2026-05-07,B,13,8,8,2.2,Nowa Sól,NS-17
ZG-050704952,2026-05-07,B,16,6,46,2.5,Zielona Góra,ZG-30
ZG-050704953,2026-05-07,A,8,3,45,1.4,Zielona Góra,ZG-40
ZG-050704954,2026-05-07,A,1,10,49,0.7,Zielona Góra,ZG-21
ZG-050704955,2026-05-07,A,5,21,37,1.4,Zielona Góra,ZG-18
SZP-050704956,2026-05-07,A,6,11,44,0.8,Szprotawa,SZP-03
ZAR-050704957,2026-05-07,B,16,38,24,9.2,Żary,ZAR-13
ZG-050704958,2026-05-07,A,5,13,17,1.2,Zielona Góra,ZG-27
ZG-050704959,2026-05-07,C,35,31,59,5.7,Zielona Góra,ZG-15
ZG-050704960,2026-05-07,B,18,19,52,4.3,Zielona Góra,ZG-29
ZG-050704961,2026-05-07,B,11,37,14,3.1,Zielona Góra,ZG-09
ZG-050704962,2026-05-07,B,13,20,28,3.2,Zielona Góra,ZG-29
NS-050704963,2026-05-07,B,17,9,61,2.1,Nowa Sól,NS-08
ZGN-050704964,2026-05-07,B,13,3,5,1.4,Żagań,ZGN-10
ZAR-050704965,2026-05-07,A,1,36,36,0.4,Żary,ZAR-14
ZG-050704966,2026-05-07,A,6,27,39,1.9,Zielona Góra,ZG-04
ZG-050704967,2026-05-07,B,19,15,24,2.9,Zielona Góra,ZG-32
ZG-050704968,2026-05-07,B,16,29,35,4.6,Zielona Góra,ZG-30
ZG-050704969,2026-05-07,B,17,37,47,1.0,Zielona Góra,ZG-11
ZG-050704970,2026-05-07,C,38,38,56,8.7,Zielona Góra,ZG-15
NS-050704971,2026-05-07,A,5,36,49,1.1,Nowa Sól,NS-16
ZG-050704972,2026-05-07,A,2,20,63,2.0,Zielona Góra,ZG-02
SZP-050704973,2026-05-07,A,6,10,36,1.8,Szprotawa,SZP-04
ZAR-050704974,2026-05-07,B,18,22,36,3.4,Żary,ZAR-06
ZG-050704975,2026-05-07,A,3,29,38,1.1,Zielona Góra,ZG-29
ZG-050704976,2026-05-07,A,8,5,2,0.6,Zielona Góra,ZG-28
ZAR-050704977,2026-05-07,A,1,17,21,0.3,Żary,ZAR-15
ZG-050704978,2026-05-07,B,13,11,9,2.7,Zielona Góra,ZG-31
ZG-050704979,2026-05-07,A,1,20,39,3.3,Zielona Góra,ZG-28
NS-050704980,2026-05-07,B,12,16,16,2.1,Nowa Sól,NS-12
ZG-050704981,2026-05-07,A,6,9,19,0.9,Zielona Góra,ZG-20
NS-050704982,2026-05-07,B,19,15,35,4.5,Nowa Sól,NS-13
NS-050704983,2026-05-07,A,1,9,36,1.0,Nowa Sól,NS-08
ZG-050704984,2026-05-07,B,19,14,5,3.0,Zielona Góra,ZG-21
SZP-050704985,2026-05-07,B,13,5,44,2.4,Szprotawa,SZP-04
ZG-050704986,2026-05-07,B,19,15,58,3.6,Zielona Góra,ZG-02
ZAR-050704987,2026-05-07,B,15,10,6,1.2,Żary,ZAR-08
ZG-050704988,2026-05-07,C,28,25,53,5.5,Zielona Góra,ZG-13
ZG-050704989,2026-05-07,B,13,18,23,3.2,Zielona Góra,ZG-36
ZG-050704990,2026-05-07,A,5,33,50,0.9,Zielona Góra,ZG-04
NS-050704991,2026-05-07,B,19,9,5,1.0,Nowa Sól,NS-14
NS-050704992,2026-05-07,C,25,17,51,4.3,Nowa Sól,NS-16
ZAR-050704993,2026-05-07,A,5,36,8,2.7,Żary,ZAR-08
ZG-050704994,2026-05-07,C,36,9,23,8.3,Zielona Góra,ZG-18
ZG-050704995,2026-05-07,C,20,27,64,7.3,Zielona Góra,ZG-10
ZG-050704996,2026-05-07,A,1,15,26,1.1,Zielona Góra,ZG-40
ZG-050704997,2026-05-07,A,5,9,1,0.1,Zielona Góra,ZG-08
ZG-050704998,2026-05-07,A,4,38,28,1.1,Zielona Góra,ZG-05
SZP-050704999,2026-05-07,B,9,31,50,10.0,Szprotawa,SZP-04
ZG-050705000,2026-05-07,A,2,37,12,0.5,Zielona Góra,ZG-24
ZG-050705001,2026-05-07,A,6,15,1,1.8,Zielona Góra,ZG-37
ZG-050705002,2026-05-07,A,6,32,30,1.2,Zielona Góra,ZG-02
ZAR-050705003,2026-05-07,C,27,22,20,9.2,Żary,ZAR-10
ZG-050705004,2026-05-07,B,14,37,44,7.0,Zielona Góra,ZG-13
ZG-050705005,2026-05-07,C,41,6,22,4.3,Zielona Góra,ZG-23
NS-050705006,2026-05-07,A,4,24,35,2.1,Nowa Sól,NS-07
ZG-050705007,2026-05-07,B,14,24,27,1.9,Zielona Góra,ZG-39
ZG-050705008,2026-05-07,C,30,10,27,5.8,Zielona Góra,ZG-12
NS-050705009,2026-05-07,A,7,5,60,0.9,Nowa Sól,NS-17
NS-050705010,2026-05-07,C,27,3,64,6.1,Nowa Sól,NS-03
ZG-050705011,2026-05-07,A,1,17,46,0.5,Zielona Góra,ZG-37
NS-050705012,2026-05-07,A,7,35,55,2.0,Nowa Sól,NS-18
ZG-050705013,2026-05-07,A,2,14,60,1.4,Zielona Góra,ZG-12
ZG-050705014,2026-05-07,B,13,21,37,4.5,Zielona Góra,ZG-17
ZG-050705015,2026-05-07,B,15,17,51,3.5,Zielona Góra,ZG-26
ZG-050705016,2026-05-07,A,8,9,13,0.6,Zielona Góra,ZG-25
ZAR-050705017,2026-05-07,B,17,24,45,3.5,Żary,ZAR-01
ZG-050705018,2026-05-07,A,5,35,1,3.5,Zielona Góra,ZG-03
ZG-050705019,2026-05-07,A,8,28,22,0.8,Zielona Góra,ZG-10
NS-050705020,2026-05-07,A,5,16,59,1.8,Nowa Sól,NS-20
ZG-050705021,2026-05-07,C,29,10,12,7.9,Zielona Góra,ZG-27
ZG-050705022,2026-05-07,A,8,8,64,0.3,Zielona Góra,ZG-21
ZG-050705023,2026-05-07,A,5,11,52,0.8,Zielona Góra,ZG-17
ZAR-050705024,2026-05-07,B,13,31,36,1.9,Żary,ZAR-05
ZG-050705025,2026-05-07,A,1,14,19,2.1,Zielona Góra,ZG-38
ZG-050705026,2026-05-07,B,9,37,62,3.7,Zielona Góra,ZG-33
SZP-050705027,2026-05-07,B,12,7,38,4.4,Szprotawa,SZP-01
ZG-050705028,2026-05-07,B,10,34,26,2.8,Zielona Góra,ZG-04
KOZ-050705029,2026-05-07,C,40,7,19,6.9,Kożuchów,KOZ-01
ZG-050705030,2026-05-07,B,15,4,16,3.1,Zielona Góra,ZG-28
NS-050705031,2026-05-07,C,35,12,40,8.7,Nowa Sól,NS-14
SZP-050705032,2026-05-07,A,4,23,64,0.8,Szprotawa,SZP-03
ZG-050705033,2026-05-07,A,4,38,36,0.9,Zielona Góra,ZG-36
ZG-050705034,2026-05-07,A,1,7,27,1.5,Zielona Góra,ZG-40
ZG-050705035,2026-05-07,A,6,27,44,0.7,Zielona Góra,ZG-37
ZG-050705036,2026-05-07,B,18,26,63,2.8,Zielona Góra,ZG-18
ZG-050705037,2026-05-07,C,34,26,29,9.7,Zielona Góra,ZG-20
ZG-050705038,2026-05-07,A,2,36,46,2.4,Zielona Góra,ZG-22
ZG-050705039,2026-05-07,A,3,28,31,1.3,Zielona Góra,ZG-35
NS-050705040,2026-05-07,A,2,35,56,0.5,Nowa Sól,NS-20
ZG-050705041,2026-05-07,B,15,11,35,4.3,Zielona Góra,ZG-21
ZG-050705042,2026-05-07,B,17,23,2,8.7,Zielona Góra,ZG-39
NS-050705043,2026-05-07,A,2,10,63,3.5,Nowa Sól,NS-04
ZG-050705044,2026-05-07,A,7,5,60,0.7,Zielona Góra,ZG-39
ZAR-050705045,2026-05-07,A,4,4,53,2.6,Żary,ZAR-12
ZAR-050705046,2026-05-07,A,4,33,38,2.4,Żary,ZAR-08
ZG-050705047,2026-05-07,A,1,18,49,0.6,Zielona Góra,ZG-16
ZAR-050705048,2026-05-07,B,16,26,12,1.3,Żary,ZAR-12
NS-050705049,2026-05-07,B,17,26,15,2.6,Nowa Sól,NS-13
NS-050705050,2026-05-07,B,12,31,47,2.2,Nowa Sól,NS-11
ZG-050705051,2026-05-07,C,30,13,62,6.5,Zielona Góra,ZG-08
ZG-050705052,2026-05-07,B,19,20,58,4.5,Zielona Góra,ZG-35
NS-050705053,2026-05-07,C,39,3,3,8.6,Nowa Sól,NS-06
ZG-050705054,2026-05-07,A,5,7,28,1.1,Zielona Góra,ZG-02
ZGN-050705055,2026-05-07,C,33,1,2,9.6,Żagań,ZGN-06
ZG-050705056,2026-05-07,A,3,15,13,2.6,Zielona Góra,ZG-06
ZG-050705057,2026-05-07,A,3,24,36,0.7,Zielona Góra,ZG-39
NS-050705058,2026-05-07,A,1,14,49,2.4,Nowa Sól,NS-06
ZG-050705059,2026-05-07,B,13,5,39,6.1,Zielona Góra,ZG-12
NS-050705060,2026-05-07,B,19,5,7,3.7,Nowa Sól,NS-09
ZAR-050705061,2026-05-07,A,7,36,45,2.3,Żary,ZAR-04
ZG-050705062,2026-05-07,B,18,32,21,6.3,Zielona Góra,ZG-16
SZP-050705063,2026-05-07,C,32,4,19,9.9,Szprotawa,SZP-04
ZAR-050705064,2026-05-07,A,4,38,45,3.0,Żary,ZAR-10
ZAR-050705065,2026-05-07,A,4,9,24,3.8,Żary,ZAR-11
ZG-050705066,2026-05-07,B,12,29,16,4.0,Zielona Góra,ZG-24
ZG-050705067,2026-05-07,A,8,29,51,0.6,Zielona Góra,ZG-12
ZGN-050705068,2026-05-07,A,5,29,25,0.1,Żagań,ZGN-08
ZG-050705069,2026-05-07,A,1,33,3,3.3,Zielona Góra,ZG-09
ZG-050705070,2026-05-07,C,21,13,10,7.4,Zielona Góra,ZG-24
ZGN-050705071,2026-05-07,A,6,6,26,0.9,Żagań,ZGN-06
NS-050705072,2026-05-07,A,3,38,14,4.0,Nowa Sól,NS-01
ZG-050705073,2026-05-07,B,18,20,1,0.3,Zielona Góra,ZG-38
ZG-050705074,2026-05-07,B,19,32,16,3.1,Zielona Góra,ZG-08
ZG-050705075,2026-05-07,A,2,4,9,2.3,Zielona Góra,ZG-10
ZG-050705076,2026-05-07,B,9,26,60,1.2,Zielona Góra,ZG-37
ZG-050705077,2026-05-07,B,17,22,28,5.1,Zielona Góra,ZG-30
ZG-050705078,2026-05-07,A,7,16,40,0.7,Zielona Góra,ZG-37
NS-050705079,2026-05-07,B,11,26,28,5.5,Nowa Sól,NS-18
ZG-050705080,2026-05-07,C,31,17,26,9.4,Zielona Góra,ZG-37
ZG-050705081,2026-05-07,B,19,24,39,8.9,Zielona Góra,ZG-20
ZAR-050705082,2026-05-07,B,9,10,21,2.5,Żary,ZAR-11
ZAR-050705083,2026-05-07,A,3,31,3,0.5,Żary,ZAR-09
ZAR-050705084,2026-05-07,B,12,13,27,3.6,Żary,ZAR-02
KOZ-050705085,2026-05-07,A,8,6,40,3.0,Kożuchów,KOZ-01
ZG-050705086,2026-05-07,B,14,24,15,4.1,Zielona Góra,ZG-03
ZG-050705087,2026-05-07,A,3,31,26,3.0,Zielona Góra,ZG-30
ZAR-050705088,2026-05-07,A,4,3,22,0.6,Żary,ZAR-13
ZG-050705089,2026-05-07,A,1,11,29,1.1,Zielona Góra,ZG-24
ZGN-050705090,2026-05-07,A,5,31,24,4.9,Żagań,ZGN-08
NB-050705091,2026-05-07,A,7,3,18,0.2,Nowogród Bobrzański,NB-03
NS-050705092,2026-05-07,A,7,28,52,1.6,Nowa Sól,NS-19
NS-050705093,2026-05-07,B,11,34,36,7.8,Nowa Sól,NS-17
ZG-050705094,2026-05-07,A,4,18,6,1.6,Zielona Góra,ZG-34
ZAR-050705095,2026-05-07,A,1,20,18,2.3,Żary,ZAR-05
ZG-050705096,2026-05-07,A,1,6,59,1.4,Zielona Góra,ZG-38
ZG-050705097,2026-05-07,A,3,3,51,0.5,Zielona Góra,ZG-16
ZG-050705098,2026-05-07,B,16,35,30,4.1,Zielona Góra,ZG-20
ZG-050705099,2026-05-07,B,16,5,10,9.9,Zielona Góra,ZG-37
NB-050705100,2026-05-07,A,2,31,2,0.9,Nowogród Bobrzański,NB-05
ZG-050705101,2026-05-07,C,32,25,5,8.8,Zielona Góra,ZG-12
ZG-050705102,2026-05-07,B,12,29,55,3.7,Zielona Góra,ZG-30
ZGN-050705103,2026-05-07,A,4,34,55,8.8,Żagań,ZGN-09
ZG-050705104,2026-05-07,B,16,17,19,3.7,Zielona Góra,ZG-33
ZG-050705105,2026-05-07,B,9,15,49,3.2,Zielona Góra,ZG-36
KOZ-050705106,2026-05-07,C,26,23,38,6.9,Kożuchów,KOZ-01
ZG-050705107,2026-05-07,A,8,36,50,1.6,Zielona Góra,ZG-20
ZG-050705108,2026-05-07,C,40,1,56,4.6,Zielona Góra,ZG-30
ZG-050705109,2026-05-07,C,36,12,49,10.0,Zielona Góra,ZG-36
ZG-050705110,2026-05-07,A,6,30,30,4.2,Zielona Góra,ZG-23
ZG-050705111,2026-05-07,C,23,10,8,4.8,Zielona Góra,ZG-23
ZG-050705112,2026-05-07,A,8,11,64,2.0,Zielona Góra,ZG-11
ZG-050705113,2026-05-07,C,26,34,39,5.6,Zielona Góra,ZG-11
ZG-050705114,2026-05-07,A,5,18,8,2.0,Zielona Góra,ZG-28
ZG-050705115,2026-05-07,A,7,2,23,0.7,Zielona Góra,ZG-40
NS-050705116,2026-05-07,C,31,32,64,6.3,Nowa Sól,NS-08
ZAR-050705117,2026-05-07,B,19,15,7,2.9,Żary,ZAR-10
ZG-050705118,2026-05-07,A,7,17,53,1.0,Zielona Góra,ZG-37
NB-050705119,2026-05-07,A,2,33,60,1.4,Nowogród Bobrzański,NB-02
ZG-050705120,2026-05-07,A,1,31,36,0.3,Zielona Góra,ZG-31
ZG-050705121,2026-05-07,B,9,28,33,4.1,Zielona Góra,ZG-22
ZGN-050705122,2026-05-07,A,4,2,57,2.5,Żagań,ZGN-05
NS-050705123,2026-05-07,A,5,9,50,2.8,Nowa Sól,NS-16
ZGN-050705124,2026-05-07,A,3,26,55,2.3,Żagań,ZGN-03
NS-050705125,2026-05-07,A,8,23,29,0.3,Nowa Sól,NS-15
ZG-050705126,2026-05-07,A,2,28,32,2.9,Zielona Góra,ZG-05
ZGN-050705127,2026-05-07,B,9,2,50,3.4,Żagań,ZGN-06
ZAR-050705128,2026-05-07,B,19,27,24,6.2,Żary,ZAR-14
ZG-050705129,2026-05-07,B,16,37,16,1.2,Zielona Góra,ZG-04
ZAR-050705130,2026-05-07,A,2,21,48,1.6,Żary,ZAR-10
ZG-050705131,2026-05-07,C,39,23,44,10.0,Zielona Góra,ZG-36
ZG-050705132,2026-05-07,B,14,22,53,2.7,Zielona Góra,ZG-38
ZG-050705133,2026-05-07,A,6,2,16,0.6,Zielona Góra,ZG-30
ZG-050705134,2026-05-07,B,19,21,10,0.9,Zielona Góra,ZG-35
ZG-050705135,2026-05-07,B,11,27,47,5.2,Zielona Góra,ZG-16
ZG-050705136,2026-05-07,A,6,35,6,1.1,Zielona Góra,ZG-03
ZG-050705137,2026-05-07,B,19,26,58,1.6,Zielona Góra,ZG-06
ZG-050705138,2026-05-07,B,10,29,40,5.8,Zielona Góra,ZG-32
ZG-050705139,2026-05-07,B,16,9,53,2.9,Zielona Góra,ZG-36
ZG-050705140,2026-05-07,A,8,29,16,1.8,Zielona Góra,ZG-02
ZG-050705141,2026-05-07,A,1,13,33,1.4,Zielona Góra,ZG-38
ZGN-050705142,2026-05-07,C,33,23,48,8.9,Żagań,ZGN-06
ZG-050705143,2026-05-07,C,22,8,16,4.6,Zielona Góra,ZG-21
ZG-050705144,2026-05-07,B,13,13,52,7.5,Zielona Góra,ZG-18
ZG-050705145,2026-05-07,B,17,23,54,6.4,Zielona Góra,ZG-25
NS-050705146,2026-05-07,B,14,29,36,3.9,Nowa Sól,NS-06
ZG-050705147,2026-05-07,A,8,9,54,4.1,Zielona Góra,ZG-01
ZG-050705148,2026-05-07,C,32,34,12,7.8,Zielona Góra,ZG-09
ZG-050705149,2026-05-07,B,19,34,5,1.0,Zielona Góra,ZG-09
ZG-050705150,2026-05-07,B,18,3,58,3.3,Zielona Góra,ZG-04
NS-050705151,2026-05-07,A,6,16,17,2.6,Nowa Sól,NS-01
NS-050705152,2026-05-07,B,18,24,58,2.4,Nowa Sól,NS-11
NS-050705153,2026-05-07,B,10,7,23,2.4,Nowa Sól,NS-18
ZG-050705154,2026-05-07,A,7,17,14,2.2,Zielona Góra,ZG-23
ZG-050705155,2026-05-07,B,14,8,14,1.2,Zielona Góra,ZG-24
ZGN-050705156,2026-05-07,A,5,30,40,2.3,Żagań,ZGN-03
ZG-050705157,2026-05-07,A,5,33,2,0.9,Zielona Góra,ZG-30
ZG-050705158,2026-05-07,B,16,16,27,1.7,Zielona Góra,ZG-16
ZAR-050705159,2026-05-07,B,18,32,46,1.7,Żary,ZAR-15
NS-050705160,2026-05-07,B,18,31,18,5.6,Nowa Sól,NS-12
SZP-050705161,2026-05-07,B,16,28,46,7.1,Szprotawa,SZP-02
NS-050705162,2026-05-07,A,2,21,27,1.3,Nowa Sól,NS-20
KOZ-050705163,2026-05-07,A,3,31,40,0.2,Kożuchów,KOZ-02
ZG-050705164,2026-05-07,A,3,2,50,3.2,Zielona Góra,ZG-36
NB-050705165,2026-05-07,B,9,22,4,2.3,Nowogród Bobrzański,NB-03
NS-050705166,2026-05-07,C,39,38,9,5.8,Nowa Sól,NS-04
ZG-050705167,2026-05-07,B,12,6,9,4.8,Zielona Góra,ZG-33
ZG-050705168,2026-05-07,C,34,25,63,5.9,Zielona Góra,ZG-18
ZG-050705169,2026-05-07,A,3,22,4,2.1,Zielona Góra,ZG-33
ZG-050705170,2026-05-07,B,17,37,62,6.0,Zielona Góra,ZG-07
SZP-050705171,2026-05-07,A,6,21,36,0.3,Szprotawa,SZP-04
KOZ-050705172,2026-05-07,A,8,11,51,1.0,Kożuchów,KOZ-02
ZG-050705173,2026-05-07,B,13,36,51,3.5,Zielona Góra,ZG-39
ZG-050705174,2026-05-07,A,5,38,8,0.5,Zielona Góra,ZG-01
NS-050705175,2026-05-07,C,34,31,1,7.8,Nowa Sól,NS-16
ZG-050705176,2026-05-07,A,7,1,13,1.3,Zielona Góra,ZG-34
ZG-050705177,2026-05-07,B,16,27,23,5.9,Zielona Góra,ZG-07
ZG-050705178,2026-05-07,A,3,22,38,1.1,Zielona Góra,ZG-07
ZG-050705179,2026-05-07,C,35,19,57,9.3,Zielona Góra,ZG-40
ZG-050705180,2026-05-07,A,7,14,1,0.1,Zielona Góra,ZG-02
NS-050705181,2026-05-07,A,8,34,6,3.9,Nowa Sól,NS-09
ZG-050705182,2026-05-07,B,12,23,30,4.7,Zielona Góra,ZG-23
ZG-050705183,2026-05-07,B,16,5,29,2.9,Zielona Góra,ZG-38
NS-050705184,2026-05-07,A,3,29,23,1.1,Nowa Sól,NS-05
ZG-050705185,2026-05-07,B,10,17,33,6.1,Zielona Góra,ZG-21
SZP-050705186,2026-05-07,B,10,22,46,7.1,Szprotawa,SZP-04
ZG-050705187,2026-05-07,A,8,34,16,1.5,Zielona Góra,ZG-28
ZAR-050705188,2026-05-07,B,9,9,11,6.3,Żary,ZAR-10
ZG-050705189,2026-05-07,A,5,38,37,0.1,Zielona Góra,ZG-22
ZAR-050705190,2026-05-07,B,16,23,8,4.8,Żary,ZAR-07
ZG-050705191,2026-05-07,A,2,16,6,1.0,Zielona Góra,ZG-35
SZP-050705192,2026-05-07,A,5,20,4,1.6,Szprotawa,SZP-03
ZG-050705193,2026-05-07,B,15,10,33,2.1,Zielona Góra,ZG-29
ZAR-050705194,2026-05-07,B,17,29,47,4.3,Żary,ZAR-03
ZG-050705195,2026-05-07,C,25,11,62,6.1,Zielona Góra,ZG-18
ZGN-050705196,2026-05-07,B,10,18,53,3.1,Żagań,ZGN-05
NS-050705197,2026-05-07,A,5,1,21,1.8,Nowa Sól,NS-19
KOZ-050705198,2026-05-07,C,23,9,17,6.6,Kożuchów,KOZ-02
KOZ-050705199,2026-05-07,B,14,38,31,2.7,Kożuchów,KOZ-02
ZG-050705200,2026-05-07,B,17,7,19,5.8,Zielona Góra,ZG-22
ZG-050705201,2026-05-07,C,22,15,42,9.0,Zielona Góra,ZG-36
ZG-050705202,2026-05-07,A,4,6,26,0.9,Zielona Góra,ZG-08
ZG-050705203,2026-05-07,B,16,19,26,7.6,Zielona Góra,ZG-21
ZGN-050705204,2026-05-07,A,7,27,52,1.6,Żagań,ZGN-04
ZAR-050705205,2026-05-07,A,2,12,10,1.1,Żary,ZAR-14
NS-050705206,2026-05-07,B,17,27,25,9.0,Nowa Sól,NS-03
ZAR-050705207,2026-05-07,B,16,22,57,5.1,Żary,ZAR-13
ZG-050705208,2026-05-07,A,8,10,63,2.7,Zielona Góra,ZG-14
NS-050705209,2026-05-07,A,6,21,21,0.9,Nowa Sól,NS-19
ZAR-050705210,2026-05-07,B,10,10,21,4.9,Żary,ZAR-08
NS-050705211,2026-05-07,A,3,15,44,2.1,Nowa Sól,NS-05
ZG-050705212,2026-05-07,B,17,1,21,1.9,Zielona Góra,ZG-24
NS-050705213,2026-05-07,A,8,23,26,1.0,Nowa Sól,NS-04
ZG-050705214,2026-05-07,B,15,26,31,8.7,Zielona Góra,ZG-27
ZG-050705215,2026-05-07,B,19,32,46,2.3,Zielona Góra,ZG-26
ZAR-050705216,2026-05-07,B,16,12,38,6.0,Żary,ZAR-02
ZAR-050705217,2026-05-07,A,3,13,43,0.3,Żary,ZAR-08
ZAR-050705218,2026-05-07,B,15,1,18,3.6,Żary,ZAR-05
NS-050705219,2026-05-07,A,7,31,6,5.9,Nowa Sól,NS-16
SZP-050705220,2026-05-07,B,15,32,18,2.0,Szprotawa,SZP-01
ZG-050705221,2026-05-07,B,15,18,23,8.4,Zielona Góra,ZG-03
ZGN-050705222,2026-05-07,A,2,21,36,1.1,Żagań,ZGN-08
ZG-050705223,2026-05-07,C,35,8,34,9.2,Zielona Góra,ZG-30
ZG-050705224,2026-05-07,A,8,10,23,2.3,Zielona Góra,ZG-01
ZG-050705225,2026-05-07,C,25,8,2,8.6,Zielona Góra,ZG-24
ZG-050705226,2026-05-07,B,16,23,21,6.1,Zielona Góra,ZG-28
ZGN-050705227,2026-05-07,B,15,14,16,9.3,Żagań,ZGN-02
ZG-050705228,2026-05-07,C,29,37,4,7.3,Zielona Góra,ZG-08
SZP-050705229,2026-05-07,B,11,14,10,1.6,Szprotawa,SZP-02
ZG-050705230,2026-05-07,C,26,28,15,9.3,Zielona Góra,ZG-09
ZG-050705231,2026-05-07,A,4,27,40,0.9,Zielona Góra,ZG-11
ZAR-050705232,2026-05-07,B,19,10,28,2.7,Żary,ZAR-10
ZG-050705233,2026-05-07,A,3,16,50,0.2,Zielona Góra,ZG-09
ZG-050705234,2026-05-07,A,5,15,39,0.2,Zielona Góra,ZG-21
ZGN-050705235,2026-05-07,B,9,19,41,5.4,Żagań,ZGN-03
ZG-050705236,2026-05-07,A,8,14,54,1.1,Zielona Góra,ZG-05
ZG-050705237,2026-05-07,A,8,17,31,0.5,Zielona Góra,ZG-06
ZG-050705238,2026-05-07,B,18,4,52,9.9,Zielona Góra,ZG-12
NS-050705239,2026-05-07,A,6,33,2,0.7,Nowa Sól,NS-02
ZG-050705240,2026-05-07,B,9,28,4,5.2,Zielona Góra,ZG-23
NS-050705241,2026-05-07,A,3,4,40,2.7,Nowa Sól,NS-05
ZG-050705242,2026-05-07,A,4,22,63,0.1,Zielona Góra,ZG-04
ZG-050705243,2026-05-07,C,24,7,54,8.3,Zielona Góra,ZG-19
ZG-050705244,2026-05-07,A,1,35,62,0.6,Zielona Góra,ZG-34
ZGN-050705245,2026-05-07,B,13,5,51,5.9,Żagań,ZGN-07
ZG-050705246,2026-05-07,A,2,23,3,2.4,Zielona Góra,ZG-12
ZG-050705247,2026-05-07,B,14,28,28,4.4,Zielona Góra,ZG-37
ZAR-050705248,2026-05-07,B,11,18,25,4.9,Żary,ZAR-08
ZGN-050705249,2026-05-07,A,3,28,43,0.4,Żagań,ZGN-10
ZAR-050705250,2026-05-07,A,3,12,11,0.4,Żary,ZAR-10
ZG-050705251,2026-05-07,B,14,32,17,4.1,Zielona Góra,ZG-33
SZP-050705252,2026-05-07,B,10,7,49,6.9,Szprotawa,SZP-03
ZG-050705253,2026-05-07,B,17,5,64,3.6,Zielona Góra,ZG-12
ZG-050705254,2026-05-07,B,17,12,44,2.4,Zielona Góra,ZG-12
ZG-050705255,2026-05-07,B,14,17,13,5.3,Zielona Góra,ZG-19
ZG-050705256,2026-05-07,C,24,4,5,5.2,Zielona Góra,ZG-13
ZG-050705257,2026-05-07,C,38,11,18,4.8,Zielona Góra,ZG-40
ZG-050705258,2026-05-07,C,41,26,56,7.3,Zielona Góra,ZG-17
ZG-050705259,2026-05-07,A,2,6,42,3.3,Zielona Góra,ZG-34
NB-050705260,2026-05-07,B,12,4,36,6.0,Nowogród Bobrzański,NB-02
ZG-050705261,2026-05-07,A,6,32,53,0.9,Zielona Góra,ZG-34
ZG-050705262,2026-05-07,B,13,14,23,2.8,Zielona Góra,ZG-12
NS-050705263,2026-05-07,A,3,11,46,0.1,Nowa Sól,NS-11
NB-050705264,2026-05-07,B,14,18,48,3.0,Nowogród Bobrzański,NB-04
ZG-050705265,2026-05-07,A,2,11,61,0.7,Zielona Góra,ZG-24
ZAR-050705266,2026-05-07,C,23,27,7,9.4,Żary,ZAR-04
ZG-050705267,2026-05-07,A,6,8,9,0.5,Zielona Góra,ZG-38
ZGN-050705268,2026-05-07,A,1,13,35,0.9,Żagań,ZGN-04
SZP-050705269,2026-05-07,A,7,22,25,0.8,Szprotawa,SZP-02
ZG-050705270,2026-05-07,A,4,34,28,0.3,Zielona Góra,ZG-10
ZG-050705271,2026-05-07,C,21,19,9,9.9,Zielona Góra,ZG-21
ZAR-050705272,2026-05-07,A,5,12,62,5.4,Żary,ZAR-02
ZG-050705273,2026-05-07,A,1,35,3,0.1,Zielona Góra,ZG-14
NS-050705274,2026-05-07,B,9,30,50,2.2,Nowa Sól,NS-15
ZGN-050705275,2026-05-07,A,8,35,19,0.8,Żagań,ZGN-08
ZG-050705276,2026-05-07,A,5,6,4,0.4,Zielona Góra,ZG-17
ZG-050705277,2026-05-07,A,5,20,62,2.6,Zielona Góra,ZG-34
ZG-050705278,2026-05-07,A,2,27,40,2.1,Zielona Góra,ZG-05
ZG-050705279,2026-05-07,B,18,4,32,8.6,Zielona Góra,ZG-03
ZAR-050705280,2026-05-07,A,2,2,19,0.7,Żary,ZAR-04
ZAR-050705281,2026-05-07,B,15,10,9,3.3,Żary,ZAR-05
ZGN-050705282,2026-05-07,B,11,5,57,0.4,Żagań,ZGN-02
